score,review
5,치킨 덕후인데 노랑통닭 파닭이랑 후라이드 넘 맛이쪄영+_+
4,"매장식사 함, 맛만 있구만... 불편충들이 또.."
4,넘 마싯!!
5,ㅇㅋ
1,소스없이 그냥 왔네요... 배달기사님 번거로울까봐 그냥 먹었습니다.
1,홀에서 먹었는데 홀이 전혀 관리가 안되는 느낌... 늦게나오고.. 바삭하지도않네요
1,은근 불친절 기름이 좔좔~눅눅하니 좋아요
5,픽업해서 먹었는데 맛있어요 서비스도 굿
5,처음에 리뷰보고 좀 망설이다가 그냥 갔었는데 사장님 매우 친절하시고 양도 많고 치킨도 맛있고 단점이 없었음...가게도 깨끗해요
1,원래 연남점에서 배달시키는데 쉬는날이라 홍대점으로 시켰더니 닭 조각을 크게자르네요. 레드오리지날이 이렇게 느끼한적은 처음인듯... 지점마다 맛차이가 왜 심한지ㅠㅠ
1,사장인가 알바생인가 ㅈㄴ 띠꺼움  괜히 왔다..진짜 손님을 깔보듯이 얘기하는 태도 좀 바꿔요
1,"절.대.가.지.마. ㄹㅇ가봤던 교촌중에 최악. 내가 유튜버나 유명인이 아니라 홍대점이 계속 이렇게 영업가능한거일지도. 허니콤보 워낙 좋아해서 많이 먹었었는데 이런경우는 첨임. 외국인 친구들 첨으로 한국와서 치킨먹어보는데 진짜 한국 개망신하냐; 첨엔 암생각 없었는데 먹다보니 닭다리가 거의 절반밖에 없는 것들이 한 3,4개 나오고 닭다리랑 윙만 있어야 하는 허..."
1,이런 교촌치킨은 처음이네요... 남은 닭을 다시 튀기는건가?
1,잘 못 튀기시는 것 같아요..
1,웃기는 것들이네 ㅡㅡ 잠깐 기다리라고 수화기 내려놓더니 말을 안하네 ㅎ 
1,평생 먹어본 치킨중 최악 오브 최악. 딱딱해서 이빨로 씹어지지도 않는 치킨 옷과 냉동 치킨을 사용한것 같은 삐쩍 마르고 건조한 치킨살. 한국 처음 방문한 외국인 친구에게 치맥 보여주러 갔다가 먹지도 않고 맥주만 먹고옴. 와 진짜 사기 장사임 여기. The worst out of worst. I took a foreign friend to show what ...
1,알바 교육 참 힘들죠?
3,중국인이 더 많습니다 직원분들이 너무 친절한지 먹는 모습을 계속 쳐다봐서 좀 부담스러웠어요 치킨은 과하게 튀겨져서 수분기 다 날라가고 너무 파석했어요
5,
1,반반 집에 포장해왔는데 닭고기에서 냄새나고 고기가 넘 질겨요.. 다신 안갈래요ㅠㅠㅠㅠ
2,이 가격에 맛있는곳 널리고 널렸는데 여길 왜감?
5,저녁이면 동교동삼거리를 치킨냄새로 코피 펑하게 만드는  빠삭하게 튀긴 치킨에 생맥한잔이면 헤븐! 
1,맛은 걍 치킨맛임 다만 아저씨는 친절하신거 같은데 아줌마가 너무 불친절함 
5,너무 맛있음... 떡볶이가 너무 맛있고 싸요. 
5,자주사먹어요 ㅎㅎ 짱맛남
5,그저 대존맛..... 샐러드도 마요네즈랑 케찹 섞은 소스인데 넉넉하게 주셔서 너무 좋았고 치킨은 말해모해..... 양념도 바삭바삭한 후라이드도 존맛탱입니더 번창하세여 그리고 저 할머니 될때까지 계속 해주세요 ㅠㅠ
4,양념치킨이 진짜 개맛있음 별점 네 개는 전부 양념치킨에 매긴 것임. 혹시 다른 메뉴 이를테면 후라이드 반 양념 반을 시키고 싶더라도 절대로 그렇게 시키면 안됨. 무조건 양념치킨만 시킬 것.
5,
5,바삭하고 맛있음  최고 
4,종종 포장해서 먹는 곳인데 맛있어요. 후라이드를 먹으면 은은한 단맛이 나는데 닭고기를 마늘양념에 재운건가?? 아무튼 마늘의 은은한 단맛 같은게 느껴짐 많이 먹어도 느끼하지 않아요. 치밥이라는거 한번도 해본 적 없는데 여기 후라이드는 치밥하면 맛있음 ㅜㅜ
1,아..... 개창렬
2,순살 안 시켰는데 순살이라고 계속 우기는 주인 아주머니 대단하십니다. 
4,
1,치킨 ㅈ 노맛... 특히 양념 헬노맛 일단 후라이드자체가 노답인데 거기에 노답양념을 뿌려서 정말 답이없다. 무슨 명태포같은걸 치킨이라고... 진짜 개 노답 경악 그렇다고 저렴하지도 않고 양이 많지도 않고... 반반 시켜서 19000원 냈는데 돈아까워미치는줄알았네요ㅠ 이돈이면 동네에 저렴한 치킨 한마리 반 시켜먹을 수 있는데... 완전 자릿값... 홍대에 널...
4,특이한 맛
5,친절하고 빠르게 잘 대해주시고 양도 다른 지점보다 훨씬 많고 맛있어요. 강추합니다!! 
5,평일(금) 점심 11:50쯤 주문했는데 12:20 쯤 도착했어요 점심때라 많이 기다려야할 줄 알았는데 기대보다 엄청 빨리 와서 넘 기분좋았구요~~ 사장님께서도 넘 친절하시고 맛도 정말 맛나네요~~~ 잘 먹었습니다~~~ 
4,위치도 좋고 맛있어요!!
4,"혹시나해서 순살로 37000만원 짜리 순살3종 치즈볼,스틱 세트시켰는데 나쁘지 않았음"
4,치즐링이 맛있어요.
1,"닭 자체에서 잡 내, 비린 내, 쉰 내가 너무 역했고 닭 맛도 쉰 맛? 비린 맛? 이상한 맛이 나서 황금 올리브 기름 맛이 ㄹㅇ 1도 안났음 그래서 한조각 먹고 너무 역해서 다 남김 닭이 되게 이상했음 하.."
1,배달시키면 매쟁사유라며 갑자기 취소.. 기분 드럽당 이럴꺼면 네고왕 이벤트 하지 마이소...
3,배달주문이 밀려서 시킨 음식이 늦게 나옴..ㅋㅋㅋ
1,닭이 너무 뻑뻑하네요 어제 더웟는데 에어컨도 빵빵히 안틀어주고 안남기려다 남깁니다
5,최고입니다!!!
5,좋아요 맛있어요 bbq 최고
4,
