score,review
1,얼마나 오래된 기름으로 튀겼으면 치킨이 거뭇거뭇하고 완전 말라 비틀어져서 딱딱해서 먹을수가 없었습니다. 아무리 한강공원 야외에서 시켜서 먹는거라고 해도 이런 딱딱한 치킨을 팔 수 있습니까? 너무 불만이어서 이런 글까지 남기게 되었습니다. 제발 한강공원 장사여도 먹을 수 있는 치킨을 팔아주세요. 해변에서 한철 장사하듯이 판매하는 것만도 못합니다.
5,주문 수정하려 전화 드렸는데 친절히 응대해주셔서 감사합니다
1,여의나루 한강 배달입니다. 가격 2만원 입니다. 후라이드는 눅눅 그자체 양념소스는 부족해도 너무 부족했습니다. 감자는 눅눅한 포카칩 먹는 기분. 메뉴명은 분명 떡볶이였는데 허접한 떡꼬치 맛 사진 이쁘게 찍는게 취미라 실수로 맛있어 보이게 찍었습니다. 
1,여기 정말 최고의 치킨집이에요. 치킨무가 제일 맛있었어요. 추천할수있지않은것같지만서도잇는곳이아니에요.
1,최악의 치킨
1,일본 불매운동에 끼워넣어도 무관함
1,한강에서 배달시켰는데 3-40분걸린다 그랬는데 1시간 다돼서 왔고 치킨도 뒤집어 와서 양념이 다쏟아지고 안에있는 콜라나 치킨무에 다 묻었네요 다시는 시켜먹지 않을것 같습니다.
1,개인적으로는 딴데보다 별로에요. 그냥 한강에서 어쩔수없이 시켜야되는곳
1,
3,
5,맛있어요~^^
1,"한강공원에서 전단지 날리길래, 주문해봤어요 1. 가격 사기 2. 사진과 달리 양이 엄청 적었어요 3. 치킨이 오래된듯한 비쥬얼이였어요 4. 겁나 오래 기다렸어요 5. 치킨을 직접 픽업해야함 6. 끝"
1,맥주물탄듯
1,여의도한강공원에서 배달을시켜먹었습니다. 한강이고 배달이기도해서 아무래도 품질이 떨어지지않을까 예상을 했습니다 50분을 기다려 치킨을받은결과 예상보다 훨씬더 양과  질이 떨어지네요 이렇게 장사해도되나 싶네요. 비추합니다. 닭은 언제튀긴건지 상태가ㄷㄷ 진짜 리뷰같은거는 안남기는데 글을쓰게되네요. 시켜드시는분들 참고하세요. 
