score,review
1,E쿠폰 사용해서 주문넣었는데 자기 바쁘니 쿠폰번호 빨리 불러라 배달 와서는 쿠폰 쓰면 자기들 남는거 하나도 없다고 하네요ㅋㅋㅋ 어이가 없어서 아무 말도 안나왔어요ㅎㅎ 장사 그렇게 하지마세요 손님 대하는 태도 하고는 참.. 절대로 다시는 안시켜요~
5,전화주문 했는데 정말 친절하세요~~
5,최고!!!
5,재료가 없으면 주문을 못받을 수도 있지 그거가지고 뭐라하는건 좀 오반데
1,재료가 없어서 주문을 못받으면 죄송해야지  고추바사삭 왜안되냐고 물으니  당연히 재료가 없어서 안된다고 짜증을내네요   뭐이런
5,"카카오맵에 음식점 리뷰를 남기는 날이 오네요 제가 살면서 먹어본 치킨중에 손 꼽는 맛입니다 가격, 양, 맛. 삼박자 다 잡았습니다.  닭다리4개 먹고 치킨에서 인생의 즐거움을 다시 느끼네요"
3,"직원들 이 시국엔 마스크 착용 좀 제대로 해주세요,,,, 맛은 괜찮은데... 보통 그리고 포장하몬 소스는 그렇다 쳐도 무는 기본 아닌가요?"
5,여기 최고죠
5,
1,"여기 위치도 좋은데도 저녁때 사람이 별로없어서 의아했는데, 얼마전 가본후에야 사람없는이유를 알았음. 맛이없어서..양념치킨이 양념이 너무 맛없 ㅠㅠㅠ  치킨시키고 남긴건 처음임. 점심부페때도 두어번가봤는데 별로. 여기 가게세도 비쌀텐데 좀 안타깝네요"
4,간장치킨 맛있음. 양은 좀 적은편 가격은 저렴한편. 작은 닭을 쓰는듯
2,그냥 그래요 금액대비 크기 너무 작음 1인분인듯
4,맛있습니다
3,튀김옷이 너무 흐물흐물하고 맛이 약해요~ㅠ 배달은 빠르게 옵니다
5,림스치킨 그리워하는 1인 많이 사라져서 ㅠㅡ 천호동에서 교대까지 사먹으러 갑니다~~  너무 부드럽고 맛좋아요~~
5,오랜만에 옛날에먹던 압력솥에 튀겨나온맛이였어요~~♡육즙이흐르는 닭가슴살과 닭다리살을 얼마만에 먹어보는건지... 접근성도좋고 강추합니닷! 그자리에서 막나온걸 먹어야 진짜육즙을 즐길수있을것같아요
3,"마늘간장, 레드콤보"
4,
4,허니콤보가 제 입맛 저격하네요. 치킨 생각날 때 한 번씩 먹을 만한 맛이었어요. 그런데 친구는 양이 좀 적은 곳 같다면서 투덜거리더라고요;;
4,☆점수기준표☆ 별5개-일부러라도 간다 / 4개-맛있다! 자주 갈만하다 3개- 적당히 생각날때 한번씩간다 / 2개- 2번방문은 그닥? 1개- 이곳을 선택한 과거의 내가 밉다ㅠ   적당히 잘 튀겨서 맛있음
1,"절대 가지마세요! 앞으로 교촌은 먹지도 않을 것. 콤보를 시켰는데, 윙이 노린내가 너무심해서 얘기하니 주방에 얘기한다함.  이후 더 튀겨주거나 할줄 알았는데 아무 액션이 없었음. 맥주만 마시다 계산하고 나가며 물어봤더니 주방엔 얘기했고, 자긴 오늘부터 출근이라 모르겠다 함.  끔찍하게 소름 돋는 노린내에 비위상해 토할 것 같음"
1,"치킨 많이 시켜먹는데, 정말 서초동은 교촌치킨의 무덤인듯... 그중에도 여긴 최악 서비스에 닭냄새 ㅠㅠ 오래된 닭 아니면 전날 튀긴거 쓰시는듯 합니다. 여튼 절대 곧바로 튀겨준 건 아님."
3,무난한 취킨집
1,배달하시는 분 태도 좀 고치셔야 할 것 같아요. 전화 한번 안받았다가 아주 혼구녕 날 뻔 했네요.. 주문하시면 업무 중단하시고 무조건 전화기 붙들고 기다리세요. 안그럼 온갖 짜증과 승질을 내십니다. 그러더니 비꼬면서 사과를 하시네요..  대체 왜이렇게 꼬이셨죠? 바쁜시간도 아니고 낮에 간식으로 시켰다 치킨맛 다 떨어진채로 먹게 됐네요..
5,굳굳
4,맛은 있는데 문을 열어놔서 모기가 넘 많아 먹기가 힘들었음
1,정말 별점도 아깝네요 너무 오래된 치킨인지 씹을 때 딱딱해서 턱이 빠지는 줄 알았어요 사장한테 얘기해도 그럴리가 없는데~ 이러고 앉아있어 참... 답이 없는가게... 
3,야외와 오픈되어있음
5,ㄱㅊ
5,점심 한식뷔페가 가성비 좋고 맛있습니다. 매일 고기도 하나씩 나오구요. 메뉴 생각안날때 갈만합니다.
5,양이 너무너무 많고 맛있었음
4,감튀 먹었는데 양이 많아요
4,☆점수기준표☆ 별5개-일부러라도 간다 / 4개-맛있다! 자주 갈만하다 3개- 적당히 생각날때 한번씩간다 / 2개- 2번방문은 그닥? 1개- 이곳을 선택한 과거의 내가 밉다ㅠ  숨은 맛집ㅋㅋ 마늘치킨 감튀 ㄱㄱ
4,브라운치킨   맛있게 튀겨진 숙성 느낌 브라운색 떠올리며 먹어봄.  으흠 후라이드 맛나다. 감자튀김도 쫀득한 맛..  
4,생각외로 괜찮았습니다.
4,맛이 괜찮아요 다음에 또 한번 들를만 하네요 막 찾아 먹을 정도는 아니지만요
5,
5,바로해서 먹었다니 진짜 맛나요 ㅜㅜ
4,
5,스윗이었나 그거시켰는데 맛있음. 고구마가 아니라 감자인가봄. 과자가 눅눅함.
4,출입구에서가깝네요 맛두좋구요.직원분들두친절하시네요
3,홀에서 먹었는데 기름냄새가 심하고 치킨에서 누린내가 좀 났어요 그래도 치즈볼은 맛있었어용
